provincia,municipio,distrito_municipal,recinto_nombre,recinto_direccion,sector,colegios_lista
VALVERDE,MAO,MAO,ESCUELA DE LOS CAYUCOS,"CALLE 4, #8",JUAN DE JESUS REYES,94
VALVERDE,MAO,MAO,ESCUELA MELVYN JHON,CALLE JOSE CABRERA #13,LOS RESTAURADORES,95
VALVERDE,MAO,MAO,ESCUELA CAMELIA DISLA,CALLE ABRAHAN LINCOLN NO. 147,SIBILA,"0036,0036A,0070,0076,0106"
VALVERDE,MAO,MAO,ESCUELA NOROESTANA DE CAÑA- DA DE PIEDRA,ESCUELA PRINCIPAL,CAÑADA DE PIEDRA,107
VALVERDE,MAO,MAO,LICEO LEONIDAS RICARDO,"CALLE PADRE FRANCO NO, 20",HATICO,"0003,0003A,0004,0004A,0097,0108"
VALVERDE,MAO,AMINA (DM),ESCUELA PRIMARIA RURAL,PARAJE AMINA,AMINA,"0042,0042A,0043,0043A,0101"
VALVERDE,MAO,AMINA (DM),ESCUELA PRIMARIA RURAL MAXI- MO MUÑOZ,PARAJE HATO NUEVO,HATO NUEVO,"0044,0072"
VALVERDE,MAO,AMINA (DM),ESCUELA PRIMARIA RURAL,PARAJE LAGUNETA,LAGUNETA,"0045,0065"
VALVERDE,MAO,AMINA (DM),ESC. PRIMARIA RURAL,PARAJE ENTRADA DE MAO,ENTRADA DE MAO,"0055,0056"
VALVERDE,MAO,AMINA (DM),ESC. PRIMARIA RURAL,PARAJE MARTINEZ,LOS MARTINES,57
VALVERDE,MAO,AMINA (DM),ESCUELA PRIMARIA RURAL,PARAJE LA AZUCARERA (BATEY AMINA),LA AZUCARERA ( BATEY AMINA),"0068,0089"
VALVERDE,MAO,JAIBON (DM),ESC. PRIMARIA RURAL,PARAJE GURABO AFUERA,GURABO AFUERA,"0037,0038,0082"
VALVERDE,MAO,JAIBON (DM),ESC. PRIMARIA RURAL,PARAJE LA YAGUA,LA YAGUA,"0041,0059"
VALVERDE,MAO,JAIBON (DM),LICEO JOSE FRANCISCO PEÑA GOMEZ,AVENIDA INDEPENDENCIA NO. 13,PUEBLO NUEVO O JAIBON,"0039,0039A,0040,0040A,0083,0087,0109"
VALVERDE,MAO,GUATAPANAL (DM),ESC. PRIMARIA RURAL,PARAJE REMATE,FININGA O EL REMATE,50
VALVERDE,MAO,GUATAPANAL (DM),ESC. PRIMARIA RURAL,PARAJE BORUCO JIMANAGAO,BORUCO (JINAMAGAO ABAJO),"0048,0048A,0048B,0096"
VALVERDE,MAO,GUATAPANAL (DM),ESC. PRIMARIA RURAL,PARAJE GUATAPANAL,GUATAPANAL,"0051,0051A,0081,0102"
VALVERDE,MAO,GUATAPANAL (DM),ESC. PRIMARIA RURAL,PARAJE JIMANAGAO ARRIBA,CUESTA BLANCA O JINAMAGAO ARRIBA,"0049,0049A"
VALVERDE,MAO,GUATAPANAL (DM),ESC. PRIMARIA RURAL,"PARAJE BAGUAZUMA, HATO VIEJO",BAGUAZUMA HATO VIEJO,52
VALVERDE,MAO,GUATAPANAL (DM),ESC. PRIMARIA RURAL,"PARAJE EL GUANAL, POTRERO",EL GUANAL O POTRERO,54
VALVERDE,MAO,GUATAPANAL (DM),ESC. PRIMARIA RURAL,PARAJE HIGUERITO PEÑUELA,HIGUERITO PEÑUELA O TABACAL,58
VALVERDE,MAO,GUATAPANAL (DM),ESCUELA PRIMARIA RURAL DE HUNDIDERA,CALLE PRINCIPAL S/N,HUNDIDERA,53
VALVERDE,LAGUNA SALADA,LAGUNA SALADA,ESCUELA PRIMARIA JACINTO DE LA CONCHA,CALLE JACINTO DE LA CON- CHA,JACINTO DE LA CON- CHA,"0003,0018,0018A,0024"
VALVERDE,LAGUNA SALADA,LAGUNA SALADA,LIC. SEC.ANTONIO GUZMAN FERNANDEZ,CALLE CAMILO RODRIGUEZ,CENTRO DE LA CIUDAD,"0001,0002,0004,0004A,0032"
VALVERDE,LAGUNA SALADA,LAGUNA SALADA,ESC PRIMARIA RURAL RANCHETE,PARAJE RANCHETE,RANCHETE,10
VALVERDE,LAGUNA SALADA,LAGUNA SALADA,ESC.PRIMARIA RURAL EL CARRIL ARRIBA,PARAJE EL CARRIL ARRIBA,EL CARRIL ARRIBA,11
VALVERDE,LAGUNA SALADA,LAGUNA SALADA,CENTRO COMUNAL,CALLE 30 DE MAYO NO. 33A,CENTRO DE LA CIUDAD,27
VALVERDE,LAGUNA SALADA,LAGUNA SALADA,ESCUELA MARIA ARACELIS MO- RONTA DOMINGUEZ,CALLE ISMAEL PERALTA PROXI- MO AL HOSPITAL,CENTRO DE LA CIUDAD,35
VALVERDE,LAGUNA SALADA,LAGUNA SALADA,ESCUELA PRIMARIA MARIA ARACE- LIS MORONTA DOMINGUEZ,CALLE ISMAEL PERALTA S/N PROX. AL HOSPITAL,CENTRO DE LA CIUDAD,"0017,0017A,0029"
VALVERDE,LAGUNA SALADA,JAIBÓN (DM),ESCUELA PRIMARIA DE JAIBON,CALLE DUARTE No.113,JAIBON,"0007,0007A,0008"
VALVERDE,LAGUNA SALADA,JAIBÓN (DM),ESCUELA PRIMARIA RURAL JOSE APOLINAR RODRIGUEZ,PARAJE JAIBON ABAJO,JAIBON ABAJO,25
VALVERDE,LAGUNA SALADA,JAIBÓN (DM),LICEO SECUNDARIO DE JAIBON,PARAJE JAIBON,JAIBON,"0009,0019,0019A,0031"
VALVERDE,LAGUNA SALADA,JAIBÓN (DM),ESCUELA PRIMARIA REVERENDO EDUVIGES AURELIO DIAZ NUÑEZ,"CALLE AURELIO DIAZ, JAIBON ARRIBA",JAIBON ARRIBA,36
VALVERDE,LAGUNA SALADA,LA CAYA (DM),ESCUELA PRIMARIA RURAL,PARAJE LA CAYA,LA CAYA,"0005,0006,0016,0030"
VALVERDE,LAGUNA SALADA,LA CAYA (DM),ESCUELA PRIMARIA RURAL,PARAJE PALO AMARILLO,PALO AMARILLO,26
VALVERDE,LAGUNA SALADA,CRUCE DE GUAYA- CANES (DM),ESC. PRIMARIA RURAL ARROYO DE AGUA,PARAJE ARROYO DE AGUA,ARROYO DE AGUA,"0012,0028"
VALVERDE,LAGUNA SALADA,CRUCE DE GUAYA- CANES (DM),ESCUELA PRIMARIA RURAL,PARAJE CRUCE DE GUAYA- CANES,CRUCE DE GUAYA- CANES,"0013,0014,0023,0034"
VALVERDE,LAGUNA SALADA,CRUCE DE GUAYA- CANES (DM),LICEO ALTAGRACIA VICTORIA CRE- SPO (ANT. LICEO GUAYACANES),PARAJE CRUCE DE GUAYA- CANES,GUAYACANES,"0020,0022,0033"
SAN JOSE DE OCOA,SAN JOSE DE OCOA,SAN JOSE DE OCOA,ESC. PRIM LUISA OZEMA PEL- LERANO,GRAL. CABRAL/IMBERT,CENTRO DE LA CIUDAD,"0005,0006,0008,0009,0010,0066,0066A,0074,0074A,0093,0095,0105"
SAN JOSE DE OCOA,SAN JOSE DE OCOA,SAN JOSE DE OCOA,ESCUELA NUEVA SANTA BAEZ,AVENIDA CANADA,CENTRO DE LA CIUDAD,"0011,0011A,0068,0073,0073A,0083,0094,0106"
SAN JOSE DE OCOA,SAN JOSE DE OCOA,SAN JOSE DE OCOA,LICEO JOSE NUÑEZ DE CACERES,AV CANADA/SAN JOSE,CENTRO DE LA CIUDAD,"0001,0001A,0002,0003,0003A,0004,0096,0107"
SAN JOSE DE OCOA,SAN JOSE DE OCOA,SAN JOSE DE OCOA,ESCUELA PRIMARIA RURAL,SECTOR RINCON DEL PINO,RINCON DEL PINO,34
SAN JOSE DE OCOA,SAN JOSE DE OCOA,SAN JOSE DE OCOA,ESCUELA PRIMARIA RURAL,PARAJE LAS CAOBAS,LAS CAOBAS,"0052,0081"
SAN JOSE DE OCOA,SAN JOSE DE OCOA,SAN JOSE DE OCOA,COMEDOR ECONOMICO,C/ AVE. CANADA ESQ. SISTER MA. SENCION,CENTRO DE LA CIUDAD,"0089,0099"
SAN JOSE DE OCOA,SAN JOSE DE OCOA,SAN JOSE DE OCOA,CENTRO EDUCATIVO BARRIO SAN LUIS,CALLE F NO. 52,SAN LUIS,"0101,0110"
SAN JOSE DE OCOA,SAN JOSE DE OCOA,SAN JOSE DE OCOA,ESCUELA BASICA SAN RAFAEL,C/ EUGENIO MARIA DE HOS- TOS NO. 14,SAN RAFAEL,"0103,0111"
SAN JOSE DE OCOA,SAN JOSE DE OCOA,SAN JOSE DE OCOA,COLEGIO FEDERICO FROEBEL,CALLE COLON NO. 27,CENTRO DE LA CIUDAD,"0007,0012,0067,0097"
SAN JOSE DE OCOA,SAN JOSE DE OCOA,SAN JOSE DE OCOA,ESCUELA IRMA BRITO,CALLE JOSE FRANCISCO SUBERO,CENTRO DE LA CIUDAD,"0013,0014,0015,0075,0075A,0082,0090,0098,0100,0108"
SAN JOSE DE OCOA,SAN JOSE DE OCOA,SAN JOSE DE OCOA,ESCUELA BASICA PROF. RAMONA LIRIANO HERNANDEZ,CALLE O,SAN ANTONIO,"0102,0115"
SAN JOSE DE OCOA,SAN JOSE DE OCOA,SAN JOSE DE OCOA,ESCUELA CENTRO EDUCATIVO CAÑADA DEL HORNO,CALLE SEGUNDA,NUESTRO ESFUERZO,112
SAN JOSE DE OCOA,SAN JOSE DE OCOA,SAN JOSE DE OCOA,COLEGIO NTRA. SRA. DE LA ALTAGRACIA,CALLE 16 DE AGOSTO N0. 136,CENTRO DE LA CIUDAD,"0088,0091,0092"
SAN JOSE DE OCOA,SAN JOSE DE OCOA,SAN JOSE DE OCOA,LICEO TV CENTRO LOS RANCHI- TOS,PARAJE LOS RANCHITOS,LOS RANCHITOS,113
SAN JOSE DE OCOA,SAN JOSE DE OCOA,SAN JOSE DE OCOA,ESCUELA BASICA LAS CLAVEL- LINAS,CALLE MANUEL EMILIO SAN- CHEZ ESQUINA RAMON REYES,LAS CLAVELLINAS,116
SAN JOSE DE OCOA,SAN JOSE DE OCOA,SAN JOSE DE OCOA,LICEO TÉCNICO JOSÉ NÚÑEZ DE CÁCERES,PARAJE ARROYO PALMA,ARROYO PALMA,"0051,0080"
SAN JOSE DE OCOA,SAN JOSE DE OCOA,SAN JOSE DE OCOA,ESCUELA BASICA EL LIMON,PARAJE EL LIMON,EL LIMON,117
SAN JOSE DE OCOA,SAN JOSE DE OCOA,LA CIENAGA (DM),ESCUELA PRIMARIA RURAL,PARAJE PALO DE CAJA,PALO DE CAJA,60
SAN JOSE DE OCOA,SAN JOSE DE OCOA,LA CIENAGA (DM),ESCUELA PRIMARIA RURAL,PARAJE LA CIENAGA,LA CIENAGA,"0022,0028,0029,0077"
SAN JOSE DE OCOA,SAN JOSE DE OCOA,LA CIENAGA (DM),ESCUELA PRIMARIA RURAL,PARAJE LOS ANONES,LOS ANONES,16
SAN JOSE DE OCOA,SAN JOSE DE OCOA,LA CIENAGA (DM),ESCUELA LA YAUTIA,PARAJE EL FIRME DEL ROSA- LITO,EL FIRME,"0059,0061"
SAN JOSE DE OCOA,SAN JOSE DE OCOA,LA CIENAGA (DM),ESCUELA PRIMARIA RURAL,PARAJE CAÑADA DEL BUEY,CAÑADA DEL BUEY,17
SAN JOSE DE OCOA,SAN JOSE DE OCOA,NIZAO-LAS AUYAMAS (DM),ESCUELA PRIMARIA RURAL,PARAJE LAS AUYAMAS,LAS AUYAMAS,"0040,0087"
SAN JOSE DE OCOA,SAN JOSE DE OCOA,NIZAO-LAS AUYAMAS (DM),ESCUELA PRIMARIA RURAL,PARAJE EL CALLEJON,EL CALLEJON,"0041,0045,0078"
SAN JOSE DE OCOA,SAN JOSE DE OCOA,NIZAO-LAS AUYAMAS (DM),ESCUELA PRIMARIA RURAL,PARAJE LOS MACOS,LOS MACOS,"0042,0070"
SAN JOSE DE OCOA,SAN JOSE DE OCOA,NIZAO-LAS AUYAMAS (DM),ESCUELA ARROYO SECO,SECCION CUMBRE,LA CUMBRE,44
SAN JOSE DE OCOA,SAN JOSE DE OCOA,EL PINAR (DM),ESCUELA PRIMARIA RURAL,PARAJE EL CERCADO,EL CERCADO,46
SAN JOSE DE OCOA,SAN JOSE DE OCOA,EL PINAR (DM),ESCUELA PRIMARIA RURAL,PARAJE EL PINAR,EL PINAR,"0047,0048,0079"
SAN JOSE DE OCOA,SAN JOSE DE OCOA,EL PINAR (DM),ESCUELA PRIMARIA RURAL,PARAJE LOS TRAMOJOS,LOS TRAMOJOS,"0049,0050,0109"
SAN JOSE DE OCOA,SAN JOSE DE OCOA,EL PINAR (DM),ESCUELA PRIMARIA RURAL,PARAJE LOS PALMARITOS LOS COROZOS,LOS PALMARITOS,104
SAN JOSE DE OCOA,SAN JOSE DE OCOA,EL NARANJAL (DM),ESCUELA PRIMARIA RURAL,PARAJE NARANJAL ARRIBA,NARANJAL,"0023,0024,0025,0114"
SAN JOSE DE OCOA,SAN JOSE DE OCOA,EL NARANJAL (DM),ESCUELA PRIMARIA RURAL,PARAJE PARRA,PARRA,"0027,0065,0084"
SAN JOSE DE OCOA,SAN JOSE DE OCOA,EL NARANJAL (DM),POLICLINICA OJO DE AGUA,PARAJE OJO DE AGUA. OJO DE AGUA,OJO DE AGUA,26
SAN JOSE DE OCOA,SABANA LARGA,SABANA LARGA,ESCUELA PRIMARIA RURAL,PARAJE LA CIENAGA,LA CIENAGA,32
SAN JOSE DE OCOA,SABANA LARGA,SABANA LARGA,ESCUELA PRIMARIA RURAL,PARAJE LA HORMA PUENTE,LA HORMA (PUENTE),"0033,0086"
SAN JOSE DE OCOA,SABANA LARGA,SABANA LARGA,ESCUELA PRIMARIA RURAL,PARAJE LOS ARROYOS,LOS ARROYOS,"0030,0031,0090"
SAN JOSE DE OCOA,SABANA LARGA,SABANA LARGA,ESCUELA PRIMARIA URBANA SABANA LARGA,CIUDAD,CENTRO DE LA CIUDAD,"0035,0036,0037,0038,0038A,0085"
SAN JOSE DE OCOA,SABANA LARGA,SABANA LARGA,CENTRO EDUCATIVO PROF. JOSE ALTAGRACIA CASTILLO,CALLE ELEODORO ENCARNA- CION,SABANA LARGA ABAJO,"0039,0088"
SAN JOSE DE OCOA,SABANA LARGA,SABANA LARGA,LICEO ANGEL EMILIO CASADO,CALLE DR. RAMON ARIAS NO. 1,CENTRO DE LA CIUDAD,"0087,0089,0091,0092"
SAN JOSE DE OCOA,SABANA LARGA,SABANA LARGA,ESCUELA BASICA LA FORTUNA,PARAJE LA BARRA,LA BARRA,93
SAN JOSE DE OCOA,SABANA LARGA,SABANA LARGA,ESCUELA BASICA ANGEL EMILIO CASADO,CALLE DR. RAFAEL ARIAS NO. 1,CENTRO DE LA CIUDAD,"0001,0069,0069A,0094"
SAN JOSE DE OCOA,RANCHO ARRIBA,RANCHO ARRIBA,ESCUELA PRIMARIA RURAL,PARAJE ARROYO BLANCO,ARROYO BLANCO,18
SAN JOSE DE OCOA,RANCHO ARRIBA,RANCHO ARRIBA,ESCUELA PRIMARIA RURAL,PARAJE ARROYO CAÑA,ARROYO CAÑA,"0019,0076"
SAN JOSE DE OCOA,RANCHO ARRIBA,RANCHO ARRIBA,ESCUELA PRIMARIA RURAL,PARAJE DERRUMBADERO DE MAHOMA,DERRUMBADERO DE MAHOMA,"0020,0063"
SAN JOSE DE OCOA,RANCHO ARRIBA,RANCHO ARRIBA,ESCUELA PRIMARIA RURAL,PARAJE JUAN LUIS,JUAN LUIS,"0001,0021,0064"
SAN JOSE DE OCOA,RANCHO ARRIBA,RANCHO ARRIBA,ESCUELA PRIMARIA RURAL,PARAJE LA MARCA,LA MARCA,43
SAN JOSE DE OCOA,RANCHO ARRIBA,RANCHO ARRIBA,ESCUELA PRIMARIA RURAL,PARAJE LAS AVISPAS,LAS AVISPAS,53
SAN JOSE DE OCOA,RANCHO ARRIBA,RANCHO ARRIBA,ESCUELA PRIMARIA URBANA,CALLE ESEQUIEL MEDINA CIUDAD,CENTRO DE LA CIUDAD,"0054,0055,0071"
SAN JOSE DE OCOA,RANCHO ARRIBA,RANCHO ARRIBA,ESCUELA PRIMARIA RURAL,PARAJE LOS QUEMADOS,LOS QUEMADOS,"0056,0057,0072"
SAN JOSE DE OCOA,RANCHO ARRIBA,RANCHO ARRIBA,ESCUELA PRIMARIA RURAL,PARAJE QUITA SUEÑO,QUITA SUEÑO,58
SAN JOSE DE OCOA,RANCHO ARRIBA,RANCHO ARRIBA,ESCUELA PRIMARIA RURAL,PARAJE MONTE NEGRO,MONTE NEGRO,77
SAN JOSE DE OCOA,RANCHO ARRIBA,RANCHO ARRIBA,ESCUELA PRIMARIA RURAL,"PARAJE LA VIGIA, LA VIGIA",LA VIGIA,62
SANTO DOMINGO,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE,COLEG. NTRA. SRA. DEL ROSARIO DE FATIMA,"CALLE L,","INVI, LOS MINA","0993,0993A,0993B,0994,0994A,0995,0995A,0996,0996A,1323,1323A,1406,1406A,1568,1718,1774,1875,1921,1994,2215"
SANTO DOMINGO,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE,ESCUELA PRIMARIA ALTAGRACIA,CALLE 47 ESQ. R. 2,"KATANGA, LOS MINA","0950,0950A,0951,0951A,0952,0952A,0953,0953A,1339,1339A,1558,1559"
SANTO DOMINGO,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE,COMEDOR ECONOMICO,SAN VICENTE DE PAUL/ES- TRELLA UREÑA,LOS MINA NUEVO,"1315,1315A,1328,1328A,2099"
SANTO DOMINGO,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE,COLEGIO MAX HENRIQUEZ UREÑA,STA. LUCIA DE MARILLAC/G. DEL ORBE,"KATANGA, LOS MINA","0930,0930A,0954,0954A,0954B,0955,0955A,0956,0956A,1842,2052"
SANTO DOMINGO,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE,ESCUELA PRIMARIA SAN ANTONIO,CALLE ESCOLAR ESQ. JOSE FELIU,Vietnam ( San Lorenzo de Los Minas ),"0957,0957A,0958,0958A,0959,0959A,0960,0960A,0960B,0960C,1946,2053"
SANTO DOMINGO,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE,ESC. PRIMARIA LABORAL PROF. C. CANARIO,C/CENTRAL ESQ. 6,CANCINO 1ERO,"0961,0961A,0962,0962A,1322,1322A,1387,1387A,1427,1427A,1427B,1843,1899,2047,2054,2263"
SANTO DOMINGO,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE,COLEGIO EVANGELICO PARRO- QUIAL,AV. ESPAÑA 121/AV. LAS AMER- ICAS,VILLA DUARTE,"1002,1002A,1003,1003A,1003B,1571,1804,2055"
SANTO DOMINGO,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE,ESCUELA BASICA SAN JUAN,C/ 1RA. ESQ. ALONZO DE ZORITA,"MAQUITERIA, VILLA DUARTE","1053,1053A,1054,1054A,1057,1057A,1058,1058A,1059,1059A,1060,1060A,1683"
SANTO DOMINGO,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE,HOSPITAL DR. DARIO CONTRERAS,AV. LAS AMERICAS,ALMA ROSA,"0992,0992A,1051,1051A,1052,1052A,1055,1055A,1055B,1056,1056A,1567,1567A"
SANTO DOMINGO,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE,COLEGIO CARDENAL SANCHA,CALLE RAMON CASTILLO NO. 178 ESQ. COSTA RICA,ALMA ROSA I,"1297,1297A,1297B,1297C,1297D,1297E,1297F,1297G,1297H,1297I,1297K,2046,2056,2141,2193,2248,2264,2356"
SANTO DOMINGO,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE,COLEGIO SAN FRANCISCO DE ASIS,AV: SABANA LARGA NO. 13 ESQ. CLUB ROTARIO,ALMA ROSA,"0985,0985A,0986,0986A,0987,0987A,0988,0988A,0989,0989A,0990,0990A,0990B,0991,0991A,1295,1295A,1564,1947,2002,2118,2194,2265"
SANTO DOMINGO,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE,CENTRO EDUCATIVO ISABELITA LA,CALLE B #60,ISABELITA,"1413,1413A,1413B,1413C,1823,1970,2057,2266"
SANTO DOMINGO,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE,ESCUELA BASICA PROF. ESCO- LASTICA PAEZ,CALLE 1RA. ESQ. 12,ISABELITA,"1070,1070A,1070B,1070C,1070D,1070E,1070F,1070G,1971,2126,2249,2267"
SANTO DOMINGO,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE,COLEGIO PURISIMA CONCEPCION,CALLE OCTAVIO MEJIA RICART NO. 69,OZAMA,"0981,0981A,0982,0983,0983A,2268"
SANTO DOMINGO,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE,COLEGIO SAN MARTIN DE POR- RES,CALLE LEOVILDA DEL VILLAR NO. 8( ANTIGUA MAYAGUEZ),OZAMA,"0973,0973A,0973B,0974,0974A,0975,0975A,1562"
SANTO DOMINGO,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE,ESCUELA REPUBLICA DE PANAMA,AVENIDA VENEZUELA NO. 71,OZAMA,"0976,0976A,0977,0977A,0977B,0978,0978A,0978B,0979,0979A,0979B,0980,0980A,1294,1294A,1563,1563A,2058"
SANTO DOMINGO,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE,EST.BOMBEROS CIVILES NO.2,CALLE LEOVILDA DEL VILLAR ESQ. OCTAVIO MEJIA RICARD NO. 26,OZAMA,"0969,0969A,0970,0970A,1561"
SANTO DOMINGO,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE,JUZGADO DE PAZ DE LA 4TA CIRC.,"CALLE HERMANAS CARMELI- TAS, TERESA DE SAN JOSE",OZAMA,"0967,0968,0968A"
SANTO DOMINGO,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE,POLICLINICA ZONA E IDSS,CALLE MASONERIA NO. 30,OZAMA,"0984,0984A,0984B"
SANTO DOMINGO,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE,COLEGIO SAN VICENTE DE PAUL,AVENIDA SAN VICENTE DE PAUL NO. 153,"KATANGA, LOS MINA","0928,0928A,0928B,0928C,0929,0929A,0935,0935A,0936,0936A,0937,0937A,0938,0938A,0939,0939A,0940,0940A,0941,0941A,0942,0942A,0943,0943A,0944,0944A,0945,0945A,0946,0946A,0947,0947A,0947B"
SANTO DOMINGO,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE,COLEGIO LA MILAGROSA,5 A.ESQ.3 D.NO.27,LA MILAGROSA,"0867,0867A,0868,0868A,0869,0869A,0870,0870A,0870B,0871,0871A,0872,0872A,0873,0873A,1547"
SANTO DOMINGO,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE,COLEGIO MANUEL UBALDO GOMEZ,FRANCISCO ALBERTO CAAMAÑO NO.96,LOS TRES BRAZOS ( SAN LORENZO DE LOS MINA ),"1374,1374A,1374B,1662,1662A,1948"
SANTO DOMINGO,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE,OF. DE METEOROLOGIA,C. JUAN MOLINE ANT.4 NO.28,LOS MAMEYES,"1068,1068A,1068B,1068C,1068D,1386,1386A,1386B,1386C,1386D,1386E,1386F,1816,2001,2142"
SANTO DOMINGO,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE,COLEGIO CRISTO REDENTOR,CALLE MARCOS DEL ROSARIO NO. 50,LOS MINA NUEVO,"0886,0886A,0887,0887A,0892,0893,0893A,1551"
SANTO DOMINGO,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE,COLEGIO SAN MARCOS,MARCOS DEL ROSARIO 52,LOS MINA NUEVO,"0890,0890A,0891,0891A,1552"
SANTO DOMINGO,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE,CENTRO ED. VIRGEN DE LA ALTA- GRACIA,PROLONGACION VENEZUELA,LOS MINA NUEVO,"0883,0883A,0883B,0884,0884A,0885,0885A,0885B,0894,0894A,0894B,1321,1321A,1321B,1341,1341A,1549,1550,2269"
SANTO DOMINGO,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE,ESC. PRIMARIA JUAN BAUTISTA ZAFRA,ROSA DUARTE ESQ. ALTAGRA- CIA,LOS MINA NUEVO,"0880,0880A,0895,0895A,0896,0896A,0897,0897A,0898,0898A,0899,0899A,0900,0900A,0901,0901A,0902,0902A,0903,0903A,0904,0904A,0904B,0905,0905A,0906,0906A,1553,1554"
SANTO DOMINGO,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE,ESC.PRIMARIA ELVIRA DE MEN- DOZA,AV: VENEZUELA CASI SAN VICENTE DE PAUL,LOS MINA VIEJO,"0927,0927A,0927B,1950,2270"
SANTO DOMINGO,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE,LICEO RAMON EMILIO JIMENEZ,CALLE Ñ ESQ. HORACIO ORTIZ ALVAREZ,LOS MINA NUEVO,"0911,0911A,0912,0912A,0913,0913A,0914,0914A,0915,0915A,0916,0916A,0917,0917A,0917B,0918,0918A,0918B,0919,0919A,0920,0920A,0921,0921A,0922,0922A,0923,0923A,0924,0925,0925A"
SANTO DOMINGO,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE,INST.POLITECNICO PROF.PILAR CONSTANZO,"CALLE REAL CASI ESQ. OLE- GARIO VARGAS , MIRADOR EST",Los Molinos(Villa Duarte),"1035,1035A,1035B,1036,1037,1037A,1038,1038A,1038B,1039,1039A,1573"
SANTO DOMINGO,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE,ESC PRIM. E INT PROF DGO. MORENO JIMENEZ,"CALLE ACAPULCO NO. 2,",LOS TRES BRAZOS ( SAN LORENZO DE LOS MINA ),"1399,1399A,1399B,1399D,1419,1419A,1419B,1432,1432A,1557,1557A,1557B,1656,1659,1663,1663A,1663B,1845,1901,2060,2271"
SANTO DOMINGO,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE,CENTRO EDUC. UNIVERSO PRIM- ERO,CALLE PRIMERA NO. 332-B,"MAQUITERIA, VILLA DUARTE","1061,1061A,1846,2081"
SANTO DOMINGO,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE,ESCUELA SANTA ISABEL,"CALLE COLON NO. 1, SIMON- ICO",VILLA DUARTE,"1034,1034A,1042,1042A,1043,1044,1044A,1045,1045A,1046,1046A,1047,1047A,1048,1048A"
SANTO DOMINGO,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE,CENTRO EDUCATIVO JUAN FELIX PEPEN,CARR. MELLA KM. 10 1/2,EL TAMARINDO,"1411,1411A,1437,1437A,1438,1438A,1439,1439A,1439B,1847,2094"
SANTO DOMINGO,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE,ESCUELA BASICA LA UREÑA,"CALLE ANTONIO GUZMAN NO. 2, KM. 19, AUT. LAS AMERI",LA UREÑA,"1178,1178A,1612,1612A,1612B,1817,1848,2029,2097,2216,2357"
SANTO DOMINGO,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE,ESCUELA PRIMARIA PUERTO RICO,"C/5TA. ESQ. C/1RA. NO. 1/URB. MOISES, LOS MINA",PUERTO RICO,"0931,0931A,0931B,0933,0933A,0934,0934A,0934B,1851,1903,2103,2275"
SANTO DOMINGO,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE,ESCUELA RAMON MATIAS MELLA,"CALLE 2DA. ESQ. 25,",OZAMA,"0963,0963A,0964,0964A,0964B,0965,0965A,0966,0966A,1560"
SANTO DOMINGO,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE,ESCUELA PRIMARIA SANTIAGO HIRUJO SOSA,PARAJE CANCINO ADENTRO,CANCINO ADENTRO,"1192,1192A,1192B,1192C,1325,1325A,1325B,1658,1658A,1658B,1826,1852,2030,2106,2195,2276"
